age,job,marital,education,default,balance,housing,duration,loan,contact,day,month,campaign,pdays,previous,poutcome,deposit
39,admin.,divorced,secondary,no,878,yes,611,no,cellular,15,may,5,-1,0,unknown,yes
40,admin.,married,secondary,no,2574,yes,432,no,cellular,15,may,1,176,1,failure,yes
31,management,single,tertiary,no,2734,yes,858,no,cellular,15,may,3,-1,0,unknown,yes
42,admin.,divorced,secondary,no,241,yes,1012,no,cellular,15,may,3,-1,0,unknown,yes
51,blue-collar,married,primary,no,129,yes,611,no,cellular,15,may,2,-1,0,unknown,yes
28,management,single,tertiary,no,41,yes,885,no,cellular,15,may,3,352,2,other,yes
32,management,married,tertiary,no,3387,yes,1111,no,cellular,15,may,5,-1,0,unknown,yes
36,admin.,single,secondary,no,148,yes,1357,no,cellular,15,may,4,374,2,failure,yes
36,blue-collar,married,secondary,no,249,yes,709,no,cellular,15,may,5,-1,0,unknown,yes
38,self-employed,single,tertiary,no,5774,yes,406,no,cellular,15,may,4,359,5,other,yes
36,services,single,secondary,no,0,yes,1002,no,cellular,15,may,4,-1,0,unknown,yes
40,blue-collar,married,primary,no,1841,yes,880,no,cellular,15,may,4,-1,0,unknown,yes
37,blue-collar,married,primary,no,2120,yes,655,no,cellular,15,may,3,175,4,failure,yes
51,management,single,tertiary,no,297,yes,415,no,cellular,15,may,4,375,1,failure,yes
34,services,divorced,secondary,no,89,yes,1871,no,cellular,15,may,4,-1,0,unknown,yes
56,blue-collar,married,primary,no,827,yes,462,no,telephone,15,may,4,-1,0,unknown,yes
35,blue-collar,married,secondary,no,205,yes,1313,yes,cellular,15,may,7,312,1,failure,yes
34,technician,married,tertiary,no,3743,yes,722,no,cellular,18,may,4,-1,0,unknown,yes
39,services,married,secondary,no,117,yes,1032,no,cellular,18,may,2,-1,0,unknown,yes
29,blue-collar,married,secondary,no,-493,yes,536,no,cellular,18,may,2,334,4,failure,yes
33,management,single,tertiary,no,62,yes,473,no,cellular,18,may,3,-1,0,unknown,yes
40,admin.,single,secondary,no,2040,yes,906,no,cellular,18,may,2,350,2,failure,yes
22,services,single,secondary,no,344,yes,347,no,cellular,18,may,1,-1,0,unknown,yes
32,technician,single,secondary,no,230,yes,442,no,cellular,18,may,1,266,8,failure,yes
33,admin.,single,secondary,no,1277,yes,827,no,cellular,18,may,1,-1,0,unknown,yes
29,blue-collar,married,secondary,no,104,yes,903,no,cellular,18,may,4,-1,0,unknown,yes
29,technician,single,secondary,no,706,yes,1340,no,cellular,18,may,1,-1,0,unknown,yes
24,blue-collar,single,secondary,no,174,yes,487,yes,cellular,18,may,1,-1,0,unknown,yes
31,blue-collar,single,secondary,no,239,yes,666,no,cellular,18,may,1,360,1,success,yes
27,blue-collar,single,secondary,no,513,yes,351,yes,cellular,18,may,1,-1,0,unknown,yes
32,management,single,tertiary,no,7290,yes,357,no,cellular,18,may,1,-1,0,unknown,yes
30,blue-collar,single,secondary,no,5909,yes,420,no,cellular,18,may,2,-1,0,unknown,yes
27,services,single,secondary,no,-195,yes,391,no,cellular,18,may,1,-1,0,unknown,yes
55,blue-collar,married,secondary,no,3917,yes,565,no,cellular,18,may,1,-1,0,unknown,yes
28,admin.,single,secondary,no,352,yes,431,yes,cellular,18,may,1,-1,0,unknown,yes
29,technician,single,tertiary,no,615,yes,373,no,cellular,18,may,1,-1,0,unknown,yes
55,retired,divorced,tertiary,no,0,no,616,no,cellular,18,may,1,370,1,success,yes
25,blue-collar,single,secondary,no,217,yes,504,no,cellular,18,may,1,-1,0,unknown,yes
36,housemaid,single,secondary,no,1015,yes,1008,no,cellular,18,may,1,347,2,success,yes
27,blue-collar,married,unknown,no,409,yes,525,no,cellular,18,may,1,-1,0,unknown,yes
25,services,single,secondary,no,1119,yes,1063,no,cellular,18,may,1,-1,0,unknown,yes
32,blue-collar,single,primary,no,12198,yes,178,no,cellular,18,may,1,-1,0,unknown,yes
33,admin.,single,tertiary,no,235,yes,525,no,cellular,18,may,1,-1,0,unknown,yes
38,entrepreneur,married,tertiary,no,170,yes,442,no,cellular,18,may,1,-1,0,unknown,yes
45,technician,divorced,secondary,no,-357,yes,618,yes,cellular,18,may,1,355,2,failure,yes
30,blue-collar,single,secondary,no,2145,yes,727,no,cellular,18,may,2,-1,0,unknown,yes
32,blue-collar,married,primary,no,-454,yes,801,yes,cellular,18,may,5,355,2,failure,yes
26,blue-collar,single,primary,no,-887,yes,827,no,cellular,18,may,2,-1,0,unknown,yes
25,blue-collar,single,primary,no,292,yes,1027,yes,cellular,18,may,2,-1,0,unknown,yes
33,blue-collar,married,secondary,no,139,yes,732,yes,cellular,18,may,2,291,5,failure,yes
32,technician,single,tertiary,no,2684,yes,542,no,cellular,18,may,2,-1,0,unknown,yes
34,blue-collar,married,primary,no,-1,yes,1057,no,cellular,18,may,6,355,1,other,yes
29,management,married,tertiary,no,1387,yes,256,no,cellular,18,may,2,-1,0,unknown,yes
28,self-employed,married,secondary,no,-522,yes,638,yes,cellular,18,may,2,-1,0,unknown,yes
38,technician,single,secondary,no,-242,yes,1173,no,cellular,18,may,3,278,6,success,yes
35,services,single,secondary,no,719,yes,1359,no,cellular,18,may,3,368,3,failure,yes
28,admin.,single,secondary,no,0,yes,390,yes,cellular,18,may,5,-1,0,unknown,yes
29,unemployed,single,tertiary,no,497,yes,642,no,cellular,18,may,3,298,6,success,yes
20,blue-collar,single,secondary,no,76,yes,639,no,cellular,18,may,2,-1,0,unknown,yes
45,admin.,divorced,secondary,no,397,yes,582,yes,cellular,22,may,1,95,2,success,yes
37,management,married,tertiary,no,3723,no,354,no,cellular,22,may,1,-1,0,unknown,yes
32,technician,single,tertiary,no,1625,no,796,no,cellular,22,may,1,109,1,failure,yes
59,admin.,married,secondary,no,106,no,186,no,cellular,22,may,1,-1,0,unknown,yes
37,services,married,secondary,no,1543,yes,298,no,cellular,22,may,1,10,6,failure,yes
59,management,married,tertiary,no,2239,no,431,no,cellular,22,may,1,-1,0,unknown,yes
27,technician,divorced,secondary,no,1977,yes,449,no,cellular,22,may,1,-1,0,unknown,yes
39,management,single,tertiary,no,0,yes,271,no,cellular,22,may,1,93,3,success,yes
43,services,married,secondary,no,2145,no,271,no,cellular,22,may,1,183,3,failure,yes
39,technician,married,secondary,no,116,no,554,no,cellular,22,may,2,-1,0,unknown,yes
26,student,single,secondary,no,620,no,223,no,cellular,22,may,1,94,1,success,yes
39,management,single,tertiary,no,307,no,182,no,cellular,22,may,2,-1,0,unknown,yes
43,management,divorced,unknown,no,7702,no,460,no,cellular,22,may,1,95,2,success,yes
27,student,single,tertiary,no,3733,yes,198,no,cellular,22,may,1,98,6,success,yes
32,services,single,secondary,no,3993,no,148,no,cellular,22,may,2,-1,0,unknown,yes
29,management,single,tertiary,no,428,no,293,no,cellular,22,may,2,-1,0,unknown,yes
42,management,married,primary,no,5310,yes,545,no,cellular,22,may,2,186,1,success,yes
53,blue-collar,married,unknown,no,2509,no,231,no,telephone,22,may,2,-1,0,unknown,yes
36,management,married,tertiary,no,255,no,970,no,cellular,22,may,2,92,2,other,yes
27,management,single,tertiary,no,616,yes,685,no,cellular,22,may,1,101,1,other,yes
43,admin.,single,secondary,no,733,yes,282,no,cellular,25,may,1,187,3,success,yes
60,retired,divorced,tertiary,no,439,no,464,yes,cellular,25,may,1,321,1,failure,yes
29,technician,single,secondary,no,590,no,124,no,cellular,25,may,1,-1,0,unknown,yes
26,blue-collar,single,tertiary,no,567,no,421,no,cellular,25,may,1,-1,0,unknown,yes
26,student,single,unknown,no,689,no,678,no,cellular,25,may,2,-1,0,unknown,yes
28,technician,single,tertiary,no,386,no,867,no,cellular,25,may,1,-1,0,unknown,yes
28,technician,single,tertiary,no,0,yes,269,no,cellular,25,may,1,40,2,failure,yes
28,management,single,tertiary,no,957,no,915,no,cellular,25,may,2,-1,0,unknown,yes
40,technician,married,secondary,no,312,no,612,no,cellular,25,may,7,-1,0,unknown,yes
24,blue-collar,single,secondary,no,167,no,288,yes,cellular,25,may,1,96,2,success,yes
56,retired,divorced,tertiary,no,13094,no,1064,no,cellular,25,may,1,-1,0,unknown,yes
34,management,single,tertiary,no,5086,no,213,no,cellular,25,may,4,-1,0,unknown,yes
28,admin.,single,secondary,no,707,yes,226,no,cellular,25,may,1,-1,0,unknown,yes
37,services,married,secondary,no,466,yes,377,yes,cellular,25,may,1,-1,0,unknown,yes
32,services,single,secondary,no,152,yes,158,no,cellular,25,may,2,-1,0,unknown,yes
43,technician,divorced,secondary,no,1612,no,262,no,cellular,25,may,2,353,1,other,yes
36,technician,married,tertiary,no,911,yes,117,yes,cellular,25,may,2,21,3,failure,yes
35,technician,single,secondary,no,27,yes,214,no,cellular,25,may,1,305,1,other,yes
29,technician,single,secondary,no,6,no,315,no,cellular,25,may,1,-1,0,unknown,yes
27,student,single,secondary,no,253,no,242,no,cellular,25,may,2,-1,0,unknown,yes
32,technician,single,tertiary,no,705,yes,414,no,cellular,25,may,2,35,4,failure,yes
33,technician,single,tertiary,no,109,yes,601,yes,cellular,25,may,2,10,7,failure,yes
24,student,single,secondary,no,23878,no,133,no,cellular,26,may,1,97,1,success,yes
58,technician,married,secondary,no,3399,no,1078,no,cellular,26,may,1,97,7,other,yes
43,management,married,tertiary,no,79,no,640,no,cellular,26,may,1,-1,0,unknown,yes
26,management,married,tertiary,no,243,no,482,no,cellular,26,may,1,-1,0,unknown,yes
31,technician,single,secondary,no,138,no,91,no,cellular,26,may,1,285,2,other,yes
25,management,single,tertiary,no,1317,no,176,no,cellular,26,may,1,-1,0,unknown,yes
58,retired,married,secondary,no,2714,no,165,no,cellular,26,may,1,287,2,failure,yes
48,management,divorced,tertiary,no,17964,yes,208,no,cellular,26,may,2,96,3,other,yes
60,retired,married,tertiary,no,846,no,1346,no,telephone,26,may,1,-1,0,unknown,yes
25,student,single,tertiary,no,326,no,390,no,cellular,26,may,1,-1,0,unknown,yes
26,student,single,secondary,no,100,no,445,no,cellular,26,may,1,-1,0,unknown,yes
25,student,single,secondary,no,304,no,226,no,cellular,26,may,2,-1,0,unknown,yes
26,student,single,tertiary,no,39,no,396,no,cellular,26,may,3,-1,0,unknown,yes
32,management,single,tertiary,no,312,no,208,no,cellular,26,may,2,98,2,success,yes
25,admin.,married,tertiary,no,906,no,253,no,cellular,26,may,1,-1,0,unknown,yes
21,admin.,single,secondary,no,524,no,185,no,cellular,26,may,1,-1,0,unknown,yes
41,self-employed,single,tertiary,no,1081,no,229,no,cellular,27,may,3,-1,0,unknown,yes
30,admin.,single,secondary,no,983,yes,189,no,cellular,27,may,2,-1,0,unknown,yes
47,admin.,divorced,secondary,no,2232,no,439,no,cellular,27,may,1,103,1,success,yes
37,admin.,married,secondary,no,1967,no,242,no,cellular,27,may,1,212,1,success,yes
34,admin.,married,secondary,no,1406,yes,145,no,cellular,27,may,1,-1,0,unknown,yes
28,admin.,single,secondary,no,157,no,155,no,cellular,27,may,3,-1,0,unknown,yes
24,admin.,single,tertiary,no,0,yes,122,no,cellular,27,may,2,-1,0,unknown,yes
26,admin.,single,secondary,no,2509,no,776,no,cellular,27,may,3,97,3,success,yes
35,technician,married,secondary,no,1368,no,329,no,cellular,27,may,1,41,2,other,yes
54,retired,divorced,tertiary,no,3076,no,367,no,cellular,27,may,2,-1,0,unknown,yes
44,management,married,tertiary,no,7818,no,412,no,cellular,27,may,1,-1,0,unknown,yes
56,admin.,single,secondary,no,4118,no,165,no,telephone,27,may,1,-1,0,unknown,yes
25,admin.,single,tertiary,no,760,yes,223,no,cellular,27,may,3,89,2,failure,yes
25,student,single,unknown,no,277,no,311,no,cellular,27,may,2,-1,0,unknown,yes
50,management,married,tertiary,no,253,no,513,no,cellular,28,may,9,-1,0,unknown,yes
55,admin.,married,secondary,no,602,no,324,no,cellular,1,jun,3,90,2,success,yes
57,management,married,tertiary,no,473,no,295,no,cellular,1,jun,1,-1,0,unknown,yes
48,management,married,tertiary,no,1167,yes,264,yes,cellular,1,jun,1,-1,0,unknown,yes
25,unemployed,single,tertiary,no,343,no,377,no,cellular,1,jun,1,-1,0,unknown,yes
49,management,married,tertiary,no,1808,yes,205,no,cellular,1,jun,1,95,1,success,yes
25,technician,single,secondary,no,1199,no,287,no,cellular,1,jun,1,-1,0,unknown,yes
38,housemaid,divorced,secondary,no,70,no,263,no,cellular,1,jun,1,-1,0,unknown,yes
45,blue-collar,married,secondary,no,1723,no,166,no,cellular,1,jun,2,-1,0,unknown,yes
33,management,married,tertiary,no,1323,no,327,no,cellular,1,jun,1,-1,0,unknown,yes
45,admin.,married,tertiary,no,2552,no,69,no,cellular,1,jun,1,293,7,failure,yes
26,management,single,secondary,no,2613,no,326,no,cellular,1,jun,1,-1,0,unknown,yes
49,admin.,married,secondary,no,0,no,1460,no,cellular,1,jun,1,-1,0,unknown,yes
25,technician,single,secondary,no,938,no,1048,no,cellular,1,jun,1,-1,0,unknown,yes
53,technician,married,secondary,no,284,no,781,no,cellular,1,jun,1,-1,0,unknown,yes
43,management,married,tertiary,no,1059,no,335,yes,cellular,1,jun,2,-1,0,unknown,yes
49,technician,married,secondary,no,1684,no,412,yes,cellular,1,jun,2,-1,0,unknown,yes
54,management,married,tertiary,no,534,no,177,no,cellular,1,jun,2,-1,0,unknown,yes
47,technician,married,secondary,no,293,no,251,no,cellular,1,jun,1,90,1,success,yes
34,blue-collar,married,secondary,no,262,no,339,no,cellular,1,jun,1,-1,0,unknown,yes
54,services,divorced,secondary,no,0,no,174,no,cellular,1,jun,1,81,2,success,yes
43,management,divorced,tertiary,no,2367,no,114,no,cellular,1,jun,1,38,2,other,yes
23,services,single,secondary,no,31,no,192,no,cellular,1,jun,1,-1,0,unknown,yes
48,management,married,tertiary,no,3842,no,215,no,cellular,1,jun,2,-1,0,unknown,yes
30,self-employed,single,tertiary,no,3343,no,235,no,cellular,1,jun,1,-1,0,unknown,yes
38,unemployed,single,secondary,no,804,no,1087,no,cellular,1,jun,1,-1,0,unknown,yes
34,student,single,unknown,no,1011,no,253,no,cellular,1,jun,1,-1,0,unknown,yes
52,admin.,single,secondary,no,-528,yes,1144,yes,cellular,1,jun,2,-1,0,unknown,yes
27,management,single,tertiary,no,1840,no,220,no,cellular,1,jun,1,28,8,other,yes
40,blue-collar,married,secondary,no,1451,no,314,no,cellular,1,jun,1,-1,0,unknown,yes
47,management,married,tertiary,no,2351,no,163,no,cellular,2,jun,2,84,1,success,yes
26,management,single,tertiary,no,1623,no,479,no,cellular,2,jun,1,-1,0,unknown,yes
37,admin.,married,secondary,no,597,no,395,no,cellular,2,jun,1,-1,0,unknown,yes
34,management,married,tertiary,no,611,no,350,no,cellular,2,jun,1,-1,0,unknown,yes
26,admin.,single,tertiary,no,313,no,199,yes,cellular,2,jun,1,96,2,success,yes
44,management,married,tertiary,no,1954,no,294,no,cellular,2,jun,1,-1,0,unknown,yes
29,management,single,tertiary,no,307,yes,690,no,cellular,2,jun,1,-1,0,unknown,yes
40,unemployed,single,tertiary,no,7968,no,596,no,cellular,2,jun,1,-1,0,unknown,yes
43,blue-collar,married,secondary,no,2160,no,169,no,cellular,2,jun,1,-1,0,unknown,yes
52,technician,divorced,secondary,no,1005,yes,195,no,cellular,2,jun,1,-1,0,unknown,yes
38,admin.,married,tertiary,no,1988,no,103,no,cellular,2,jun,1,67,4,success,yes
33,services,divorced,secondary,no,1117,no,417,no,cellular,2,jun,1,-1,0,unknown,yes
50,technician,married,secondary,no,3370,no,160,no,cellular,2,jun,2,-1,0,unknown,yes
53,admin.,married,secondary,no,109,no,270,no,telephone,2,jun,1,-1,0,unknown,yes
42,services,married,secondary,no,1376,yes,271,no,cellular,2,jun,2,92,4,success,yes
49,technician,married,tertiary,no,523,yes,712,no,cellular,2,jun,1,60,3,failure,yes
27,technician,single,tertiary,no,15161,no,74,no,cellular,2,jun,1,120,1,success,yes
32,admin.,married,tertiary,no,653,no,84,no,cellular,2,jun,1,-1,0,unknown,yes
31,student,single,tertiary,no,64,no,261,no,cellular,2,jun,2,-1,0,unknown,yes
29,technician,single,secondary,no,1165,no,245,no,cellular,2,jun,1,-1,0,unknown,yes
49,services,married,secondary,no,7019,yes,263,no,cellular,2,jun,1,368,3,failure,yes
46,blue-collar,married,secondary,no,1568,yes,310,no,cellular,2,jun,1,55,6,other,yes
57,blue-collar,married,primary,no,3109,no,482,no,cellular,2,jun,2,-1,0,unknown,yes
28,technician,single,tertiary,no,4987,no,924,no,cellular,2,jun,2,113,21,success,yes
37,entrepreneur,married,tertiary,no,189,no,253,no,cellular,2,jun,2,-1,0,unknown,yes
38,blue-collar,married,secondary,no,2467,no,192,no,cellular,2,jun,1,-1,0,unknown,yes
49,management,married,tertiary,no,5887,no,181,no,cellular,2,jun,3,293,2,failure,yes
35,technician,married,tertiary,no,1354,no,250,no,cellular,2,jun,2,-1,0,unknown,yes
29,technician,married,secondary,no,23,yes,163,no,cellular,2,jun,1,55,2,failure,yes
52,technician,married,secondary,no,0,no,541,no,cellular,2,jun,3,-1,0,unknown,yes
34,unemployed,married,secondary,no,978,no,262,no,cellular,3,jun,2,71,1,success,yes
60,technician,married,secondary,no,294,no,206,no,telephone,3,jun,4,-1,0,unknown,yes
32,self-employed,married,secondary,no,409,no,115,no,cellular,3,jun,2,86,2,success,yes
27,admin.,single,secondary,no,261,yes,592,yes,cellular,3,jun,4,-1,0,unknown,yes
55,entrepreneur,married,secondary,no,27624,no,437,no,telephone,3,jun,1,-1,0,unknown,yes
29,management,single,tertiary,no,3846,no,313,no,cellular,3,jun,2,-1,0,unknown,yes
42,blue-collar,married,secondary,no,2913,no,705,no,cellular,3,jun,1,195,1,failure,yes
33,management,divorced,tertiary,no,2240,no,198,no,cellular,3,jun,1,-1,0,unknown,yes
29,blue-collar,married,primary,no,5,no,321,no,cellular,3,jun,1,-1,0,unknown,yes
39,admin.,married,secondary,no,150,no,296,no,cellular,3,jun,4,-1,0,unknown,yes
31,technician,single,tertiary,no,882,no,411,no,cellular,3,jun,1,-1,0,unknown,yes
60,management,divorced,tertiary,no,366,no,593,no,cellular,3,jun,1,-1,0,unknown,yes
25,student,single,tertiary,no,1189,no,165,no,cellular,3,jun,1,-1,0,unknown,yes
45,admin.,married,secondary,no,204,yes,224,no,cellular,3,jun,2,-1,0,unknown,yes
29,management,single,tertiary,no,637,yes,340,no,cellular,3,jun,1,119,1,failure,yes
55,management,divorced,tertiary,no,2383,no,591,no,cellular,3,jun,2,-1,0,unknown,yes
26,technician,single,secondary,no,1231,yes,385,no,cellular,3,jun,2,96,5,success,yes
30,management,single,tertiary,no,3340,no,238,no,cellular,3,jun,3,-1,0,unknown,yes
54,admin.,divorced,secondary,no,200,no,170,no,cellular,3,jun,1,-1,0,unknown,yes
39,blue-collar,single,tertiary,no,48,no,539,no,cellular,3,jun,1,-1,0,unknown,yes
26,management,single,tertiary,no,2786,no,300,no,cellular,3,jun,2,72,1,success,yes
57,retired,married,secondary,no,5313,no,200,no,cellular,3,jun,1,-1,0,unknown,yes
39,unemployed,married,tertiary,no,201,no,699,no,cellular,3,jun,1,119,1,failure,yes
25,blue-collar,single,secondary,no,389,no,837,no,cellular,3,jun,1,-1,0,unknown,yes
43,blue-collar,married,primary,no,3917,no,725,no,cellular,3,jun,2,93,1,success,yes
32,blue-collar,married,secondary,no,889,yes,1076,no,cellular,3,jun,2,85,3,other,yes
43,management,divorced,tertiary,no,481,yes,187,no,cellular,3,jun,1,20,1,other,yes
50,management,divorced,tertiary,no,810,no,510,no,cellular,4,jun,3,-1,0,unknown,yes
35,services,married,secondary,no,52,yes,328,no,cellular,4,jun,2,94,4,success,yes
37,management,married,tertiary,no,108,yes,262,yes,cellular,4,jun,2,-1,0,unknown,yes
42,admin.,single,secondary,no,684,no,207,no,cellular,4,jun,1,-1,0,unknown,yes
27,management,married,secondary,no,2071,no,449,no,cellular,4,jun,1,-1,0,unknown,yes
27,services,single,secondary,no,339,no,182,no,cellular,4,jun,1,-1,0,unknown,yes
29,management,single,tertiary,no,572,no,224,no,cellular,4,jun,1,-1,0,unknown,yes
29,student,single,secondary,no,1779,no,400,no,cellular,4,jun,1,-1,0,unknown,yes
26,student,single,secondary,no,132,no,217,no,cellular,4,jun,1,-1,0,unknown,yes
39,admin.,single,tertiary,no,22086,no,160,no,cellular,4,jun,1,-1,0,unknown,yes
41,services,married,secondary,no,0,yes,352,yes,cellular,4,jun,2,122,2,failure,yes
29,management,married,tertiary,no,205,no,787,no,cellular,4,jun,1,-1,0,unknown,yes
33,technician,single,tertiary,no,317,yes,323,no,cellular,4,jun,1,80,14,other,yes
32,management,married,tertiary,no,4945,no,160,no,cellular,4,jun,1,119,2,other,yes
30,management,married,tertiary,no,419,yes,194,no,cellular,4,jun,1,-1,0,unknown,yes
38,technician,single,secondary,no,1130,no,96,no,cellular,4,jun,2,98,1,success,yes
55,admin.,married,secondary,no,1662,no,94,no,cellular,4,jun,2,-1,0,unknown,yes
25,admin.,single,secondary,no,1871,no,136,no,cellular,4,jun,1,-1,0,unknown,yes
38,entrepreneur,divorced,secondary,no,1190,yes,81,no,cellular,4,jun,2,391,3,failure,yes
35,blue-collar,married,secondary,no,563,no,147,yes,cellular,4,jun,1,119,3,failure,yes
31,unemployed,married,secondary,no,6,no,121,no,cellular,4,jun,4,-1,0,unknown,yes
25,services,single,secondary,no,594,no,89,no,cellular,4,jun,2,-1,0,unknown,yes
31,management,single,tertiary,no,617,no,1161,no,cellular,4,jun,1,97,2,success,yes
27,student,single,secondary,no,538,no,124,no,cellular,4,jun,2,-1,0,unknown,yes
34,admin.,single,secondary,no,303,no,282,no,cellular,4,jun,3,126,3,failure,yes
40,admin.,single,secondary,no,985,yes,592,no,cellular,4,jun,3,50,8,failure,yes
27,admin.,married,secondary,no,897,no,397,no,cellular,5,jun,1,-1,0,unknown,yes
28,management,single,secondary,no,171,no,324,no,cellular,5,jun,1,87,1,success,yes
28,management,single,secondary,no,1633,no,275,no,cellular,5,jun,1,-1,0,unknown,yes
35,admin.,divorced,secondary,no,1085,no,199,no,cellular,5,jun,1,86,7,success,yes
58,retired,married,primary,no,1980,no,255,no,cellular,5,jun,1,-1,0,unknown,yes
44,technician,married,tertiary,no,1933,no,462,no,cellular,5,jun,1,-1,0,unknown,yes
57,retired,married,secondary,no,1841,no,302,no,telephone,5,jun,1,-1,0,unknown,yes
25,self-employed,single,tertiary,no,42,yes,149,no,cellular,5,jun,1,94,1,success,yes
21,student,single,secondary,no,794,no,191,no,cellular,5,jun,1,-1,0,unknown,yes
49,technician,married,secondary,no,905,no,1543,no,cellular,5,jun,1,-1,0,unknown,yes
54,management,married,tertiary,no,8295,no,207,no,cellular,5,jun,1,-1,0,unknown,yes
59,retired,married,primary,no,0,no,493,no,cellular,5,jun,2,-1,0,unknown,yes
28,management,single,tertiary,no,874,yes,509,no,cellular,5,jun,1,-1,0,unknown,yes
37,blue-collar,married,secondary,no,4321,no,657,no,cellular,5,jun,1,-1,0,unknown,yes
30,technician,single,tertiary,no,0,yes,159,no,cellular,5,jun,2,-1,0,unknown,yes
35,housemaid,single,primary,no,745,no,522,no,telephone,5,jun,3,-1,0,unknown,yes
31,management,single,tertiary,no,924,no,207,no,cellular,5,jun,2,98,1,success,yes
41,unemployed,single,primary,no,216,no,577,no,cellular,5,jun,3,-1,0,unknown,yes
30,unemployed,single,tertiary,no,1159,no,366,no,telephone,5,jun,1,-1,0,unknown,yes
28,self-employed,single,tertiary,no,3290,no,201,no,cellular,5,jun,2,-1,0,unknown,yes
31,unemployed,single,secondary,no,582,yes,548,no,cellular,5,jun,2,-1,0,unknown,yes
53,management,divorced,tertiary,no,380,no,438,yes,cellular,5,jun,2,-1,0,unknown,yes
22,blue-collar,single,secondary,no,682,no,126,no,cellular,5,jun,2,91,1,success,yes
36,services,married,primary,no,92,yes,244,no,cellular,5,jun,7,-1,0,unknown,yes
33,technician,single,secondary,no,66,no,157,no,cellular,5,jun,2,-1,0,unknown,yes
31,technician,single,tertiary,no,252,no,107,no,cellular,8,jun,3,-1,0,unknown,yes
49,admin.,married,tertiary,no,6574,no,138,no,cellular,8,jun,3,-1,0,unknown,yes
51,self-employed,married,unknown,no,2094,no,458,no,cellular,8,jun,6,-1,0,unknown,yes
34,technician,married,secondary,no,294,yes,301,no,cellular,8,jun,3,-1,0,unknown,yes
35,blue-collar,married,primary,no,1177,no,243,no,cellular,8,jun,4,-1,0,unknown,yes
32,admin.,single,tertiary,no,8866,no,234,no,cellular,9,jun,2,83,2,success,yes
36,entrepreneur,divorced,tertiary,no,3407,no,993,no,cellular,9,jun,4,85,4,success,yes
31,management,single,tertiary,no,5205,no,529,no,cellular,9,jun,2,-1,0,unknown,yes
25,technician,single,tertiary,no,3630,no,221,no,telephone,9,jun,7,-1,0,unknown,yes
25,services,single,tertiary,no,12,no,126,no,cellular,12,jun,6,-1,0,unknown,yes
60,management,married,secondary,no,544,no,95,no,cellular,12,jun,7,357,2,failure,yes
40,self-employed,single,tertiary,no,10346,no,491,no,cellular,15,jun,2,207,1,other,yes
50,management,married,tertiary,no,1612,no,532,no,cellular,15,jun,2,98,2,other,yes
32,management,single,tertiary,no,718,yes,95,no,cellular,15,jun,1,-1,0,unknown,yes
60,admin.,married,secondary,no,3547,no,351,no,telephone,15,jun,6,-1,0,unknown,yes
32,services,married,secondary,no,914,no,372,no,cellular,15,jun,1,-1,0,unknown,yes
52,entrepreneur,married,secondary,no,1306,no,288,no,cellular,15,jun,1,-1,0,unknown,yes
59,technician,married,secondary,no,259,no,415,no,cellular,15,jun,1,89,1,success,yes
56,retired,married,secondary,no,-1206,yes,382,no,cellular,15,jun,2,-1,0,unknown,yes
47,management,single,tertiary,no,372,no,257,no,cellular,15,jun,1,-1,0,unknown,yes
43,management,married,tertiary,no,3518,no,181,no,cellular,15,jun,2,-1,0,unknown,yes
25,services,single,secondary,no,505,no,284,no,cellular,15,jun,1,-1,0,unknown,yes
31,student,single,secondary,no,1776,no,220,no,cellular,15,jun,1,207,1,other,yes
27,management,single,tertiary,no,20585,no,188,no,cellular,15,jun,1,-1,0,unknown,yes
26,admin.,married,secondary,no,1595,no,155,no,cellular,15,jun,1,105,1,failure,yes
37,admin.,single,tertiary,no,1000,yes,322,no,cellular,15,jun,1,90,1,success,yes
27,admin.,single,tertiary,no,138,no,89,no,cellular,15,jun,2,-1,0,unknown,yes
49,management,married,tertiary,no,561,no,173,no,cellular,15,jun,1,-1,0,unknown,yes
26,management,single,tertiary,no,170,no,129,no,cellular,15,jun,1,-1,0,unknown,yes
28,management,single,tertiary,no,502,no,136,no,cellular,16,jun,2,-1,0,unknown,yes
33,blue-collar,married,secondary,no,379,yes,263,yes,cellular,16,jun,2,-1,0,unknown,yes
31,technician,married,unknown,no,14533,no,245,no,cellular,16,jun,2,-1,0,unknown,yes
32,services,married,secondary,no,689,yes,162,yes,cellular,16,jun,3,-1,0,unknown,yes
30,technician,single,secondary,no,2567,no,813,no,cellular,18,jun,4,-1,0,unknown,yes
34,management,married,tertiary,no,443,no,235,no,cellular,18,jun,3,-1,0,unknown,yes
58,retired,married,primary,no,2074,no,259,no,cellular,18,jun,2,-1,0,unknown,yes
34,management,married,tertiary,no,2374,yes,270,yes,cellular,18,jun,2,314,2,failure,yes
26,services,single,secondary,no,1347,no,280,no,telephone,18,jun,6,92,5,other,yes
49,management,single,tertiary,no,7443,no,293,no,telephone,19,jun,5,211,2,failure,yes
57,management,married,tertiary,no,10583,no,295,no,cellular,22,jun,3,-1,0,unknown,yes
83,retired,married,primary,no,425,no,883,no,telephone,22,jun,1,140,1,failure,yes
61,management,married,tertiary,no,997,no,269,no,cellular,22,jun,1,104,1,success,yes
64,retired,married,secondary,no,5966,yes,983,no,cellular,22,jun,1,-1,0,unknown,yes
